"Gene","Database","Category","CellType","Concentration","Dataset"
"DAGLB","ProteomeXchange","CellType","CD8",75449337.5,"PXD004352,PXD040957"
"DAK","ProteomeXchange","CellType","CD8",1671207125,"PXD004352,PXD040957"
"DAND5","ProteomeXchange","CellType","CD8",49809312.5,"PXD004352"
"DAP","ProteomeXchange","CellType","CD8",135336457.8125,"PXD004352,PXD025174,PXD040957"
"DAP3","ProteomeXchange","CellType","CD8",693250562.5,"PXD004352,PXD025174,PXD040957"
"DAPK1","ProteomeXchange","CellType","CD8",19610940.625,"PXD004352"
"DAPK2","ProteomeXchange","CellType","CD8",20559865.625,"PXD004352,PXD025174"
"DAPK3","ProteomeXchange","CellType","CD8",13934700,"PXD004352"
"DAPP1","ProteomeXchange","CellType","CD8",32527048.125,"PXD004352"
"DARS","ProteomeXchange","CellType","CD8",10498847500,"PXD004352,PXD025174"
"DARS2","ProteomeXchange","CellType","CD8",1494057187.5,"PXD004352,PXD025174,PXD040957"
"DAXX","ProteomeXchange","CellType","CD8",505772718.75,"PXD004352,PXD025174,PXD040957"
"DAZAP1","ProteomeXchange","CellType","CD8",2914508125,"PXD004352,PXD040957"
"DAZAP2","ProteomeXchange","CellType","CD8",7285390.625,"PXD004352,PXD040957"
"DBI","ProteomeXchange","CellType","CD8",2989725937.5,"PXD004352,PXD025174,PXD040957"
"DBN1","ProteomeXchange","CellType","CD8",2011802187.5,"PXD004352,PXD025174,PXD040957"
"DBNL","ProteomeXchange","CellType","CD8",6229091562.5,"PXD004352,PXD025174,PXD040957"
"DBP","ProteomeXchange","CellType","CD8",5068525,"PXD004352"
"DBR1","ProteomeXchange","CellType","CD8",878096812.5,"PXD004352,PXD025174,PXD040957"
"DBT","ProteomeXchange","CellType","CD8",1172047593.75,"PXD004352,PXD025174,PXD040957"
"DCAF11","ProteomeXchange","CellType","CD8",141301000,"PXD004352,PXD025174,PXD040957"
"DCAF12","ProteomeXchange","CellType","CD8",4052179.0625,"PXD004352"
"DCAF13","ProteomeXchange","CellType","CD8",1053204687.5,"PXD004352,PXD040957"
"DCAF15","ProteomeXchange","CellType","CD8",16633959.375,"PXD004352"
"DCAF16","ProteomeXchange","CellType","CD8",6324193.75,"PXD004352"
"DCAF5","ProteomeXchange","CellType","CD8",85660675,"PXD004352"
"DCAF6","ProteomeXchange","CellType","CD8",5593590.625,"PXD004352"
"DCAF7","ProteomeXchange","CellType","CD8",469519531.25,"PXD004352,PXD025174,PXD040957"
"DCAF8","ProteomeXchange","CellType","CD8",466203125,"PXD004352,PXD025174,PXD040957"
"DCAKD","ProteomeXchange","CellType","CD8",144615250,"PXD004352,PXD040957"
"DCD","ProteomeXchange","CellType","CD8",53706021.875,"PXD004352,PXD025174,PXD040957"
"DCK","ProteomeXchange","CellType","CD8",1985157500,"PXD004352,PXD025174,PXD040957"
"DCLRE1C","ProteomeXchange","CellType","CD8",2703440.625,"PXD004352"
"DCP1A","ProteomeXchange","CellType","CD8",798194531.25,"PXD004352,PXD040957"
"DCP1B","ProteomeXchange","CellType","CD8",237759562.5,"PXD004352,PXD025174,PXD040957"
"DCP2","ProteomeXchange","CellType","CD8",94774484.375,"PXD004352,PXD040957"
"DCPS","ProteomeXchange","CellType","CD8",2699268125,"PXD004352,PXD025174,PXD040957"
"DCTD","ProteomeXchange","CellType","CD8",285244106.25,"PXD004352,PXD025174,PXD040957"
"DCTN1","ProteomeXchange","CellType","CD8",4448489062.5,"PXD004352"
"DCTN2","ProteomeXchange","CellType","CD8",3546655625,"PXD004352,PXD040957"
"DCTN3","ProteomeXchange","CellType","CD8",464350062.5,"PXD004352,PXD025174,PXD040957"
"DCTN4","ProteomeXchange","CellType","CD8",648205559.375,"PXD004352,PXD025174,PXD040957"
"DCTN5","ProteomeXchange","CellType","CD8",108867443.75,"PXD004352,PXD025174,PXD040957"
"DCTN6","ProteomeXchange","CellType","CD8",99867134.375,"PXD004352,PXD025174,PXD040957"
"DCTPP1","ProteomeXchange","CellType","CD8",809721187.5,"PXD004352,PXD025174,PXD040957"
"DCUN1D1","ProteomeXchange","CellType","CD8",436215062.5,"PXD004352,PXD025174,PXD040957"
"DCUN1D3","ProteomeXchange","CellType","CD8",7734365.625,"PXD004352,PXD025174"
"DCUN1D4","ProteomeXchange","CellType","CD8",995328.125,"PXD004352"
"DCUN1D5","ProteomeXchange","CellType","CD8",375908968.75,"PXD004352,PXD040957"
"DCXR","ProteomeXchange","CellType","CD8",1833968281.25,"PXD004352,PXD025174,PXD040957"
"DDA1","ProteomeXchange","CellType","CD8",77579093.75,"PXD004352,PXD040957"
"DDAH1","ProteomeXchange","CellType","CD8",22011671.875,"PXD004352"
"DDAH2","ProteomeXchange","CellType","CD8",292238887.5,"PXD004352,PXD040957"
"DDB1","ProteomeXchange","CellType","CD8",12073121875,"PXD004352,PXD025174,PXD040957"
"DDB2","ProteomeXchange","CellType","CD8",1069887875,"PXD004352,PXD025174,PXD040957"
"DDHD1","ProteomeXchange","CellType","CD8",121930562.5,"PXD004352,PXD040957"
"DDHD2","ProteomeXchange","CellType","CD8",149494059.375,"PXD004352,PXD040957"
"DDI2","ProteomeXchange","CellType","CD8",725789375,"PXD004352,PXD025174,PXD040957"
"DDIT4","ProteomeXchange","CellType","CD8",22138403.125,"PXD004352"
"DDOST","ProteomeXchange","CellType","CD8",4315690937.5,"PXD004352,PXD025174,PXD040957"
"DDRGK1","ProteomeXchange","CellType","CD8",1445340781.25,"PXD004352,PXD025174,PXD040957"
"DDT","ProteomeXchange","CellType","CD8",2724067843.75,"PXD004352"
"DDX1","ProteomeXchange","CellType","CD8",11129562500,"PXD004352,PXD025174,PXD040957"
"DDX10","ProteomeXchange","CellType","CD8",458656562.5,"PXD004352,PXD025174,PXD040957"
"DDX11","ProteomeXchange","CellType","CD8",451608540.625,"PXD004352"
"DDX12P","ProteomeXchange","CellType","CD8",1999475,"PXD004352"
"DDX17","ProteomeXchange","CellType","CD8",15112496875,"PXD004352,PXD025174,PXD040957"
"DDX18","ProteomeXchange","CellType","CD8",5608167187.5,"PXD004352,PXD025174,PXD040957"
"DDX19A","ProteomeXchange","CellType","CD8",3276320000,"PXD004352,PXD025174,PXD040957"
"DDX19B","ProteomeXchange","CellType","CD8",43437187.5,"PXD004352,PXD040957"
"DDX20","ProteomeXchange","CellType","CD8",625419093.75,"PXD004352,PXD025174,PXD040957"
"DDX21","ProteomeXchange","CellType","CD8",13079775000,"PXD004352,PXD025174,PXD040957"
"DDX23","ProteomeXchange","CellType","CD8",3332948437.5,"PXD004352,PXD025174,PXD040957"
"DDX24","ProteomeXchange","CellType","CD8",5036407812.5,"PXD004352,PXD025174,PXD040957"
"DDX26B","ProteomeXchange","CellType","CD8",14583681.25,"PXD004352"
"DDX27","ProteomeXchange","CellType","CD8",2167749375,"PXD004352,PXD025174,PXD040957"
"DDX28","ProteomeXchange","CellType","CD8",141527359.375,"PXD004352,PXD040957"
"DDX31","ProteomeXchange","CellType","CD8",374925500,"PXD004352,PXD025174,PXD040957"
"DDX39A","ProteomeXchange","CellType","CD8",4389215625,"PXD004352"
"DDX39B","ProteomeXchange","CellType","CD8",25205112500,"PXD004352,PXD040957"
"DDX3X","ProteomeXchange","CellType","CD8",9980821875,"PXD004352,PXD025174,PXD040957"
"DDX3Y","ProteomeXchange","CellType","CD8",661496140.625,"PXD004352,PXD025174,PXD040957"
"DDX41","ProteomeXchange","CellType","CD8",1452504687.5,"PXD004352,PXD025174,PXD040957"
"DDX42","ProteomeXchange","CellType","CD8",3303460937.5,"PXD004352,PXD025174,PXD040957"
"DDX46","ProteomeXchange","CellType","CD8",17636656.25,"PXD004352,PXD025174,PXD040957"
"DDX47","ProteomeXchange","CellType","CD8",2155162500,"PXD004352,PXD040957"
"DDX49","ProteomeXchange","CellType","CD8",415597150,"PXD004352,PXD025174,PXD040957"
"DDX5","ProteomeXchange","CellType","CD8",24600081250,"PXD004352,PXD040957"
"DDX50","ProteomeXchange","CellType","CD8",1499988125,"PXD004352,PXD040957"
"DDX51","ProteomeXchange","CellType","CD8",643338965.625,"PXD004352,PXD040957"
"DDX52","ProteomeXchange","CellType","CD8",569842656.25,"PXD004352,PXD025174,PXD040957"
"DDX54","ProteomeXchange","CellType","CD8",1114770437.5,"PXD004352,PXD025174,PXD040957"
"DDX55","ProteomeXchange","CellType","CD8",431799187.5,"PXD004352,PXD025174,PXD040957"
"DDX56","ProteomeXchange","CellType","CD8",1117255937.5,"PXD004352,PXD040957"
"DDX58","ProteomeXchange","CellType","CD8",1286112500,"PXD004352,PXD025174,PXD040957"
"DDX59","ProteomeXchange","CellType","CD8",97421415.625,"PXD004352,PXD040957"
"DDX6","ProteomeXchange","CellType","CD8",7257521250,"PXD004352,PXD025174,PXD040957"
"DDX60","ProteomeXchange","CellType","CD8",2174515593.75,"PXD004352,PXD025174,PXD040957"
"DDX60L","ProteomeXchange","CellType","CD8",82161315.625,"PXD004352,PXD040957"
"DEAF1","ProteomeXchange","CellType","CD8",10901568.75,"PXD004352,PXD040957"
"DECR1","ProteomeXchange","CellType","CD8",5530291562.5,"PXD004352,PXD040957"
"DECR2","ProteomeXchange","CellType","CD8",7368484.375,"PXD004352"
"DEF6","ProteomeXchange","CellType","CD8",3003127500,"PXD004352,PXD025174,PXD040957"
"DEFA3","ProteomeXchange","CellType","CD8",57932590.625,"PXD004352"
"DEFA4","ProteomeXchange","CellType","CD8",4961937.5,"PXD004352"
"DEGS1","ProteomeXchange","CellType","CD8",79463925,"PXD004352,PXD025174,PXD040957"
"DEK","ProteomeXchange","CellType","CD8",9843762500,"PXD004352,PXD025174,PXD040957"
"DENND1A","ProteomeXchange","CellType","CD8",147019618.75,"PXD004352"
"DENND1B","ProteomeXchange","CellType","CD8",928168.75,"PXD004352"
"DENND1C","ProteomeXchange","CellType","CD8",1260116593.75,"PXD004352,PXD025174,PXD040957"
"DENND2C","ProteomeXchange","CellType","CD8",2828125,"PXD004352"
"DENND2D","ProteomeXchange","CellType","CD8",778303031.25,"PXD004352,PXD040957"
"DENND3","ProteomeXchange","CellType","CD8",263750081.25,"PXD004352,PXD040957"
"DENND4A","ProteomeXchange","CellType","CD8",564226312.5,"PXD004352,PXD025174,PXD040957"
"DENND4B","ProteomeXchange","CellType","CD8",233343462.5,"PXD004352,PXD025174,PXD040957"
"DENND4C","ProteomeXchange","CellType","CD8",925636843.75,"PXD004352,PXD025174,PXD040957"
"DENND5A","ProteomeXchange","CellType","CD8",7423118.75,"PXD004352"
"DENND5B","ProteomeXchange","CellType","CD8",3122178.125,"PXD004352"
"DENND6A","ProteomeXchange","CellType","CD8",30455503.125,"PXD004352"
"DENR","ProteomeXchange","CellType","CD8",813102843.75,"PXD004352,PXD025174,PXD040957"
"DEPDC5","ProteomeXchange","CellType","CD8",90961687.5,"PXD004352,PXD040957"
"DEPTOR","ProteomeXchange","CellType","CD8",7322050,"PXD004352"
"DERA","ProteomeXchange","CellType","CD8",893877562.5,"PXD004352,PXD025174,PXD040957"
"DERL1","ProteomeXchange","CellType","CD8",353042468.75,"PXD004352,PXD025174,PXD040957"
"DERL2","ProteomeXchange","CellType","CD8",48506937.5,"PXD004352,PXD025174,PXD040957"
"DERL3","ProteomeXchange","CellType","CD8",3603659.375,"PXD004352"
"DES","ProteomeXchange","CellType","CD8",2942828.125,"PXD004352"
"DESI1","ProteomeXchange","CellType","CD8",48836312.5,"PXD004352"
"DFFA","ProteomeXchange","CellType","CD8",913623437.5,"PXD004352,PXD025174,PXD040957"
"DFFB","ProteomeXchange","CellType","CD8",98849718.75,"PXD004352,PXD025174,PXD040957"
"DFNA5","ProteomeXchange","CellType","CD8",13393462.5,"PXD004352"
"DGAT1","ProteomeXchange","CellType","CD8",196475928.125,"PXD004352,PXD040957"
"DGAT2","ProteomeXchange","CellType","CD8",87488593.75,"PXD004352"
"DGCR14","ProteomeXchange","CellType","CD8",116156100,"PXD004352,PXD040957"
"DGCR8","ProteomeXchange","CellType","CD8",121504887.5,"PXD004352,PXD040957"
"DGKA","ProteomeXchange","CellType","CD8",6508975312.5,"PXD004352,PXD025174,PXD040957"
"DGKB","ProteomeXchange","CellType","CD8",197071509.375,"PXD004352,PXD040957"
"DGKD","ProteomeXchange","CellType","CD8",21993131.25,"PXD004352"
"DGKE","ProteomeXchange","CellType","CD8",65609879.6875,"PXD004352,PXD025174,PXD040957"
"DGKG","ProteomeXchange","CellType","CD8",2019006.25,"PXD004352"
"DGKH","ProteomeXchange","CellType","CD8",334218684.375,"PXD004352"
"DGKQ","ProteomeXchange","CellType","CD8",109264875,"PXD004352"
"DGKZ","ProteomeXchange","CellType","CD8",775491875,"PXD004352,PXD040957"
"DGUOK","ProteomeXchange","CellType","CD8",361611500,"PXD004352,PXD040957"
"DHCR7","ProteomeXchange","CellType","CD8",496545937.5,"PXD004352,PXD025174,PXD040957"
"DHDDS","ProteomeXchange","CellType","CD8",33225800,"PXD004352"
"DHFR","ProteomeXchange","CellType","CD8",453969343.75,"PXD004352,PXD040957"
"DHODH","ProteomeXchange","CellType","CD8",626169375,"PXD004352,PXD025174,PXD040957"
"DHPS","ProteomeXchange","CellType","CD8",427257159.375,"PXD004352,PXD025174,PXD040957"
"DHRS1","ProteomeXchange","CellType","CD8",411422218.75,"PXD004352,PXD025174,PXD040957"
"DHRS11","ProteomeXchange","CellType","CD8",23886600,"PXD004352,PXD040957"
"DHRS13","ProteomeXchange","CellType","CD8",16014859.375,"PXD004352"
"DHRS2","ProteomeXchange","CellType","CD8",65722431.25,"PXD004352"
"DHRS3","ProteomeXchange","CellType","CD8",147416709.375,"PXD004352"
"DHRS4","ProteomeXchange","CellType","CD8",798262125,"PXD004352,PXD040957"
"DHRS7","ProteomeXchange","CellType","CD8",3321814687.5,"PXD004352,PXD025174,PXD040957"
"DHRS7B","ProteomeXchange","CellType","CD8",102942796.875,"PXD004352,PXD025174,PXD040957"
"DHRS9","ProteomeXchange","CellType","CD8",1423992.1875,"PXD004352"
"DHRSX","ProteomeXchange","CellType","CD8",3507965.625,"PXD004352"
"DHTKD1","ProteomeXchange","CellType","CD8",108172584.375,"PXD004352,PXD025174,PXD040957"
"DHX15","ProteomeXchange","CellType","CD8",9690818750,"PXD004352,PXD025174,PXD040957"
"DHX16","ProteomeXchange","CellType","CD8",709689593.75,"PXD004352,PXD040957"
"DHX29","ProteomeXchange","CellType","CD8",486929843.75,"PXD004352,PXD025174,PXD040957"
"DHX30","ProteomeXchange","CellType","CD8",2518480937.5,"PXD004352,PXD025174,PXD040957"
"DHX32","ProteomeXchange","CellType","CD8",4294846.875,"PXD004352"
"DHX33","ProteomeXchange","CellType","CD8",207550287.5,"PXD004352,PXD040957"
"DHX34","ProteomeXchange","CellType","CD8",27614537.5,"PXD004352"
"DHX35","ProteomeXchange","CellType","CD8",94201309.375,"PXD004352,PXD040957"
"DHX36","ProteomeXchange","CellType","CD8",1068193812.5,"PXD004352,PXD025174,PXD040957"
"DHX37","ProteomeXchange","CellType","CD8",520511000,"PXD004352,PXD025174,PXD040957"
"DHX38","ProteomeXchange","CellType","CD8",946418156.25,"PXD004352,PXD025174,PXD040957"
"DHX40","ProteomeXchange","CellType","CD8",57767596.875,"PXD004352,PXD040957"
"DHX57","ProteomeXchange","CellType","CD8",203083093.75,"PXD004352,PXD040957"
"DHX58","ProteomeXchange","CellType","CD8",29647840.625,"PXD004352,PXD040957"
"DHX8","ProteomeXchange","CellType","CD8",1816218750,"PXD004352,PXD025174,PXD040957"
"DHX9","ProteomeXchange","CellType","CD8",31839887500,"PXD004352,PXD025174,PXD040957"
"DIABLO","ProteomeXchange","CellType","CD8",29.496453765,"PXD040957"
"DIAPH1","ProteomeXchange","CellType","CD8",13807415000,"PXD004352,PXD025174,PXD040957"
"DIAPH2","ProteomeXchange","CellType","CD8",138919304.6875,"PXD004352"
"DIAPH3","ProteomeXchange","CellType","CD8",94414129.0625,"PXD004352"
"DICER1","ProteomeXchange","CellType","CD8",254256981.25,"PXD004352,PXD025174,PXD040957"
"DIDO1","ProteomeXchange","CellType","CD8",1431220593.75,"PXD004352,PXD025174,PXD040957"
"DIEXF","ProteomeXchange","CellType","CD8",413873328.125,"PXD004352,PXD040957"
"DIMT1","ProteomeXchange","CellType","CD8",1526060625,"PXD004352,PXD025174,PXD040957"
"DIP2A","ProteomeXchange","CellType","CD8",46647931.25,"PXD004352"
"DIP2B","ProteomeXchange","CellType","CD8",345685687.5,"PXD004352,PXD025174,PXD040957"
"DIS3","ProteomeXchange","CellType","CD8",2281776250,"PXD004352,PXD040957"
"DIS3L","ProteomeXchange","CellType","CD8",87077843.75,"PXD004352,PXD040957"
"DIS3L2","ProteomeXchange","CellType","CD8",369649215.625,"PXD004352,PXD025174,PXD040957"
"DISC1","ProteomeXchange","CellType","CD8",10991678.125,"PXD004352"
"DIXDC1","ProteomeXchange","CellType","CD8",61066706.25,"PXD004352"
"DKC1","ProteomeXchange","CellType","CD8",6106984687.5,"PXD004352,PXD025174,PXD040957"
"DLAT","ProteomeXchange","CellType","CD8",4302042812.5,"PXD004352,PXD025174,PXD040957"
"DLD","ProteomeXchange","CellType","CD8",7460017812.5,"PXD004352,PXD025174,PXD040957"
"DLG1","ProteomeXchange","CellType","CD8",231517375,"PXD004352,PXD040957"
"DLG3","ProteomeXchange","CellType","CD8",91726693.75,"PXD004352,PXD040957"
"DLG5","ProteomeXchange","CellType","CD8",17405126.25,"PXD004352"
"DLGAP4","ProteomeXchange","CellType","CD8",214499468.75,"PXD004352,PXD025174,PXD040957"
"DLGAP5","ProteomeXchange","CellType","CD8",288341346.875,"PXD004352,PXD040957"
"DLL4","ProteomeXchange","CellType","CD8",1122187.5,"PXD004352"
"DLST","ProteomeXchange","CellType","CD8",6645499687.5,"PXD004352,PXD025174,PXD040957"
"DMAP1","ProteomeXchange","CellType","CD8",438941218.75,"PXD004352,PXD025174,PXD040957"
"DMBT1","ProteomeXchange","CellType","CD8",4097965.625,"PXD004352"
"DMD","ProteomeXchange","CellType","CD8",433528740.625,"PXD004352"
"DMTN","ProteomeXchange","CellType","CD8",54122562.5,"PXD004352,PXD040957"
"DMXL1","ProteomeXchange","CellType","CD8",191788031.25,"PXD004352,PXD040957"
"DMXL2","ProteomeXchange","CellType","CD8",175127388.4375,"PXD004352"
"DNA2","ProteomeXchange","CellType","CD8",52503365.625,"PXD004352"
"DNAAF2","ProteomeXchange","CellType","CD8",15197871.25,"PXD004352"
"DNAH8","ProteomeXchange","CellType","CD8",16415,"PXD025174"
"DNAJA1","ProteomeXchange","CellType","CD8",3058363437.5,"PXD004352,PXD040957"
"DNAJA2","ProteomeXchange","CellType","CD8",2878904687.5,"PXD004352,PXD025174,PXD040957"
"DNAJA3","ProteomeXchange","CellType","CD8",931047687.5,"PXD004352,PXD025174,PXD040957"
"DNAJA4","ProteomeXchange","CellType","CD8",257893531.25,"PXD004352,PXD040957"
"DNAJB1","ProteomeXchange","CellType","CD8",1982109687.5,"PXD004352,PXD025174,PXD040957"
"DNAJB11","ProteomeXchange","CellType","CD8",1230055937.5,"PXD004352,PXD025174,PXD040957"
"DNAJB12","ProteomeXchange","CellType","CD8",124962831.25,"PXD004352,PXD040957"
"DNAJB14","ProteomeXchange","CellType","CD8",44603387.5,"PXD004352,PXD040957"
"DNAJB2","ProteomeXchange","CellType","CD8",144398218.75,"PXD004352,PXD025174,PXD040957"
"DNAJB4","ProteomeXchange","CellType","CD8",15881634.375,"PXD004352"
"DNAJB6","ProteomeXchange","CellType","CD8",165193843.75,"PXD004352,PXD025174,PXD040957"
"DNAJB9","ProteomeXchange","CellType","CD8",423759.375,"PXD004352"
"DNAJC1","ProteomeXchange","CellType","CD8",192416562.5,"PXD004352,PXD040957"
"DNAJC10","ProteomeXchange","CellType","CD8",251924062.5,"PXD004352,PXD025174,PXD040957"
"DNAJC11","ProteomeXchange","CellType","CD8",950989062.5,"PXD004352,PXD025174,PXD040957"
"DNAJC13","ProteomeXchange","CellType","CD8",2108753750,"PXD004352,PXD025174,PXD040957"
"DNAJC14","ProteomeXchange","CellType","CD8",517875,"PXD004352"
"DNAJC15","ProteomeXchange","CellType","CD8",2789656.25,"PXD004352"
"DNAJC16","ProteomeXchange","CellType","CD8",41189518.75,"PXD004352,PXD025174"
"DNAJC17","ProteomeXchange","CellType","CD8",232636778.125,"PXD004352,PXD025174,PXD040957"
"DNAJC19","ProteomeXchange","CellType","CD8",243896781.25,"PXD004352,PXD025174,PXD040957"
"DNAJC2","ProteomeXchange","CellType","CD8",627826250,"PXD004352,PXD025174,PXD040957"
"DNAJC21","ProteomeXchange","CellType","CD8",89540028.125,"PXD004352,PXD040957"
"DNAJC25","ProteomeXchange","CellType","CD8",66878608.75,"PXD004352"
"DNAJC3","ProteomeXchange","CellType","CD8",415795875,"PXD004352,PXD025174"
"DNAJC30","ProteomeXchange","CellType","CD8",19403275,"PXD004352"
"DNAJC5","ProteomeXchange","CellType","CD8",176199125,"PXD004352,PXD040957"
"DNAJC7","ProteomeXchange","CellType","CD8",1315607812.5,"PXD004352,PXD025174,PXD040957"
"DNAJC8","ProteomeXchange","CellType","CD8",3158798750,"PXD004352,PXD025174,PXD040957"
"DNAJC9","ProteomeXchange","CellType","CD8",2829788125,"PXD004352,PXD040957"
"DNASE1L1","ProteomeXchange","CellType","CD8",15475090.625,"PXD004352"
"DNASE2","ProteomeXchange","CellType","CD8",298864437.5,"PXD004352,PXD025174,PXD040957"
"DNLZ","ProteomeXchange","CellType","CD8",45913884.375,"PXD004352,PXD040957"
"DNM1L","ProteomeXchange","CellType","CD8",2426788437.5,"PXD004352,PXD025174,PXD040957"
"DNM2","ProteomeXchange","CellType","CD8",6830937812.5,"PXD004352,PXD025174,PXD040957"
"DNM3","ProteomeXchange","CellType","CD8",3242415.625,"PXD004352"
"DNMBP","ProteomeXchange","CellType","CD8",56218996.875,"PXD004352,PXD025174"
"DNMT1","ProteomeXchange","CellType","CD8",4067713437.5,"PXD004352,PXD025174,PXD040957"
"DNMT3A","ProteomeXchange","CellType","CD8",196980156.25,"PXD004352,PXD025174,PXD040957"
"DNPEP","ProteomeXchange","CellType","CD8",3354620625,"PXD004352,PXD025174,PXD040957"
"DNPH1","ProteomeXchange","CellType","CD8",912283656.25,"PXD004352,PXD025174,PXD040957"
"DNTTIP1","ProteomeXchange","CellType","CD8",285547281.25,"PXD004352,PXD025174,PXD040957"
"DNTTIP2","ProteomeXchange","CellType","CD8",1155019062.5,"PXD004352,PXD025174,PXD040957"
"DOCK1","ProteomeXchange","CellType","CD8",11468595.9375,"PXD004352"
"DOCK10","ProteomeXchange","CellType","CD8",4933366875,"PXD004352,PXD025174,PXD040957"
"DOCK11","ProteomeXchange","CellType","CD8",3685435000,"PXD004352,PXD025174,PXD040957"
"DOCK2","ProteomeXchange","CellType","CD8",13215080312.5,"PXD004352,PXD025174,PXD040957"
